"";"id";"clust";"surrounded";"updated"
"12938";14137;448;NA;FALSE
"12939";14138;448;6;TRUE
"12940";14139;448;NA;FALSE
"12941";14140;448;NA;FALSE
"12942";14141;34;NA;FALSE
"12943";14142;67;NA;FALSE
"12944";14143;97;NA;FALSE
"12945";14145;16;NA;FALSE
"12946";14146;16;NA;FALSE
"12947";14147;134;NA;FALSE
"12948";14148;134;NA;FALSE
"12949";14149;448;NA;FALSE
"12950";14150;448;32;TRUE
"12951";14151;448;NA;FALSE
"12952";14152;448;NA;FALSE
"12953";14153;79;NA;FALSE
"12954";14154;79;NA;FALSE
"12955";14155;16;NA;FALSE
"12956";14156;326;NA;FALSE
"12957";14157;97;NA;FALSE
"12958";14158;448;NA;FALSE
"12959";14159;448;NA;FALSE
"12960";14160;448;NA;FALSE
"12961";14161;97;NA;FALSE
"12962";14162;97;NA;FALSE
"12963";14163;97;NA;FALSE
"12964";14164;66;NA;FALSE
"12965";14165;66;3;TRUE
"12966";14166;97;NA;FALSE
"12967";14167;97;NA;FALSE
"12968";14168;326;42;TRUE
"12969";14169;448;NA;FALSE
"12970";14170;16;NA;FALSE
"12971";14171;326;NA;FALSE
"12972";14172;326;NA;FALSE
"12973";14173;448;NA;FALSE
"12974";14174;134;NA;FALSE
"12975";14175;448;NA;FALSE
"12976";14176;97;NA;FALSE
"12977";14177;448;NA;FALSE
"12978";14178;97;NA;FALSE
"12979";14179;448;NA;FALSE
"12980";14180;448;NA;FALSE
"12981";14181;448;4;TRUE
"12982";14182;448;NA;FALSE
"12983";14183;16;42;TRUE
"12984";14184;97;NA;FALSE
"12985";14185;97;34;TRUE
